"qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","id_rank","top_perc","diff","taxonomic_level","taxon"
"ASV_1490","Sebastes alutus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes babcocki","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes brevispinis","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes elongatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes emphaeus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes flavidus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes goodei","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes helvomaculatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes melanops","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes melanostictus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes miniatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes pinniger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes proriger","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes rosaceus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes ruberrimus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes variegatus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes wilsoni","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
"ASV_1490","Sebastes zacentrus","Sebastes","Sebastidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.405,1,99.405,0,"genus","Sebastes"
