"","qseqid","species","seq_percID","top_perc","diff","taxonomic_level","taxon","genus","family","order","class","phylum","kingdom"
"147","ASV_0633","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"148","ASV_0634","Gadus chalcogrammus",100,100,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"149","ASV_0640","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"150","ASV_0649","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"151","ASV_0652","Eleginus gracilis",99.415,99.415,0,"species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"152","ASV_0657","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"153","ASV_0658","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"154","ASV_0664","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"155","ASV_0665","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"156","ASV_0667","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"157","ASV_0669","Eleginus gracilis",99.415,99.415,0,"species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"158","ASV_0675","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"159","ASV_0686","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"160","ASV_0695","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"161","ASV_0698","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"162","ASV_0700","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"163","ASV_0703","Gadus chalcogrammus",98.824,98.824,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"164","ASV_0705","Gadus chalcogrammus",99.412,99.412,0,"species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"165","ASV_0708","Eleginus gracilis",99.415,99.415,0,"species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
