"","time","stationid","year_x","survey_x","station_x","speciestsn","commonname","scientificname","lhscode","samplingmethodcode","totalcatchnum","totalcatchwt","gearcode","eventcode","lme","stationnumber","year","masterstation","tow_type","gear_description","eqtime","eq_latitude","eq_longitude","haulback_time","haulback_latitude","haulback_longitude","speed","bottom_depth","avgnethorizontalopening","avgnetverticalopening","mwo","racecode","nodccode","notes","gearin_time","gearin_latitude","gearin_longitude","vessel","vesselname","gear_depth","gearout_latitude","gearout_longitude","gearout_time"
"21","2022-08-19T23:29:00Z","20220308003","2022","0308","003","51671","Cyanea capillata","Cyanea capillata","U",NA,53,17785.82,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",40561,NA,NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"22","2022-08-19T23:29:00Z","20220308003","2022","0308","003","161976","Chum Salmon","Oncorhynchus keta","J",NA,1,40,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",23235,"8755010202",NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"23","2022-08-19T23:29:00Z","20220308003","2022","0308","003","161979","Sockeye Salmon","Oncorhynchus nerka","J",NA,2,35,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",23240,"8755010205",NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"24","2022-08-19T23:29:00Z","20220308003","2022","0308","003","164711","Pacific Cod","Gadus macrocephalus","A0",NA,66,276.66,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",21720,"8791030401",NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"25","2022-08-19T23:29:00Z","20220308003","2022","0308","003","171659","Prowfish","Zaprora silenus","U",NA,1,37,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",24001,"8842150101",NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"26","2022-08-19T23:29:00Z","20220308003","2022","0308","003","934083","Pollock","Gadus chalcogrammus","A1+",NA,2,525,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",21740,"8791030701",NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"27","2022-08-19T23:29:00Z","20220308003","2022","0308","003","934083","Pollock","Gadus chalcogrammus","U",NA,54968,49470.95,"NETS156","06","Bering Sea",3,2022,"56-163","O","NETS Pelagic Trawl","2022-08-19T23:29:00Z",55.96,-162.99,"2022-08-19T23:29:00Z",55.96,-162.99,NA,86,18.2,12.1,"150",21740,"8791030701",NA,"2022-08-19T23:26:00Z",55.96,55.96,NA,NA,NA,0,0,NA
"28","2022-08-20T18:50:00Z","20220308005","2022","0308","005","50513","Staurophora mertensi","Staurophora mertensi","U",NA,0,19149.04,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,NA,"40562",NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"29","2022-08-20T18:50:00Z","20220308005","2022","0308","005","50623","Aequorea  sp.","Aequorea sp.","U",NA,0,28691.11,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,40506,NA,NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"30","2022-08-20T18:50:00Z","20220308005","2022","0308","005","51641","Northern Sea Nettle","Chrysaora melanaster","U",NA,538,426991.25,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,40504,NA,NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"31","2022-08-20T18:50:00Z","20220308005","2022","0308","005","51671","Cyanea capillata","Cyanea capillata","U",NA,6,460.87,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,40561,NA,NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"32","2022-08-20T18:50:00Z","20220308005","2022","0308","005","161979","Sockeye Salmon","Oncorhynchus nerka","J",NA,1,26,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,23240,"8755010205",NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"33","2022-08-20T18:50:00Z","20220308005","2022","0308","005","164711","Pacific Cod","Gadus macrocephalus","A0",NA,39,136.31,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,21720,"8791030401",NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"34","2022-08-20T18:50:00Z","20220308005","2022","0308","005","171659","Prowfish","Zaprora silenus","U",NA,2,103,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,24001,"8842150101",NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"35","2022-08-20T18:50:00Z","20220308005","2022","0308","005","171672","Arctic Sand Lance","Ammodytes hexapterus","U",NA,6,6.49,"NETS156","05","Bering Sea",5,2022,"56.5-162","O","NETS Pelagic Trawl","2022-08-20T18:50:00Z",56.5,-161.96,"2022-08-20T18:50:00Z",56.5,-161.96,NA,69,NA,NA,NA,20203,"8845010101",NA,"2022-08-20T18:50:00Z",56.5,56.5,NA,NA,NA,0,0,NA
"36","2022-09-04T19:32:00Z","20220308023","2022","0308","023","50623","Aequorea  sp.","Aequorea sp.","U",NA,1,10,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",40506,NA,NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"37","2022-09-04T19:32:00Z","20220308023","2022","0308","023","51641","Northern Sea Nettle","Chrysaora melanaster","U",NA,37,35820,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",40504,NA,NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"38","2022-09-04T19:32:00Z","20220308023","2022","0308","023","51669","Cyanea sp.","Cyanea sp.","U",NA,3,1350,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",40560,NA,NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"39","2022-09-04T19:32:00Z","20220308023","2022","0308","023","161976","Chum Salmon","Oncorhynchus keta","IM",NA,3,2850,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",23235,"8755010202",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"40","2022-09-04T19:32:00Z","20220308023","2022","0308","023","161979","Sockeye Salmon","Oncorhynchus nerka","J",NA,2,460,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",23240,"8755010205",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"41","2022-09-04T19:32:00Z","20220308023","2022","0308","023","166365","Threespine stickleback","Gasterosteus aculeatus","U",NA,2,6,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",21752,"8818010101",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"42","2022-09-04T19:32:00Z","20220308023","2022","0308","023","167120","Atka Mackerel","Pleurogrammus monopterygius","U",NA,55,4920,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",21921,"8827010501",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"43","2022-09-04T19:32:00Z","20220308023","2022","0308","023","167221","Silverspotted sculpin","Blepsias cirrhosus","U",NA,2,10,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",NA,"21398",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"44","2022-09-04T19:32:00Z","20220308023","2022","0308","023","551209","Pacific Herring","Clupea pallasi","U",NA,39,4010,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",21110,"8747010201",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"45","2022-09-04T19:32:00Z","20220308023","2022","0308","023","934083","Pollock","Gadus chalcogrammus","U",NA,1593,1343,"400601","08","Bering Sea",23,2022,"57-169","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-04T19:02:00Z",57.02,-169,"2022-09-04T19:32:00Z",57.04,-168.96,NA,80,55.5,23.32,"189.7",21740,"8791030701",NA,"2022-09-04T18:56:00Z",57.01,57.01,NA,NA,NA,0,0,NA
"46","2022-09-05T00:46:00Z","20220308024","2022","0308","024","159910","Salmon Shark","Lamna ditropis","U",NA,1,3e+05,"400601","01","Bering Sea",24,2022,"57.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-05T00:15:00Z",57.49,-168.03,"2022-09-05T00:46:00Z",57.47,-168.07,NA,73,55.5,24.1,"181.29",232,"8707040301",NA,"2022-09-05T00:07:00Z",57.49,57.49,NA,NA,NA,0,0,NA
"47","2022-09-05T03:21:00Z","20220308024","2022","0308","024","50513","Staurophora mertensi","Staurophora mertensi","U",NA,0,320,"NETS156","02","Bering Sea",24,2022,"57.5-168","O","NETS Pelagic Trawl","2022-09-05T03:21:00Z",57.48,-168.04,"2022-09-05T03:21:00Z",57.48,-168.04,NA,72,16,11,"163",NA,"40562",NA,"2022-09-05T03:12:00Z",57.48,57.48,NA,NA,NA,0,0,NA
"48","2022-09-05T03:21:00Z","20220308024","2022","0308","024","51641","Northern Sea Nettle","Chrysaora melanaster","U",NA,50,53452,"NETS156","02","Bering Sea",24,2022,"57.5-168","O","NETS Pelagic Trawl","2022-09-05T03:21:00Z",57.48,-168.04,"2022-09-05T03:21:00Z",57.48,-168.04,NA,72,16,11,"163",40504,NA,NA,"2022-09-05T03:12:00Z",57.48,57.48,NA,NA,NA,0,0,NA
"49","2022-09-05T03:21:00Z","20220308024","2022","0308","024","51700","Aurelia sp.","Aurelia sp.","U",NA,15,551,"NETS156","02","Bering Sea",24,2022,"57.5-168","O","NETS Pelagic Trawl","2022-09-05T03:21:00Z",57.48,-168.04,"2022-09-05T03:21:00Z",57.48,-168.04,NA,72,16,11,"163",40511,NA,NA,"2022-09-05T03:12:00Z",57.48,57.48,NA,NA,NA,0,0,NA
"50","2022-09-05T03:21:00Z","20220308024","2022","0308","024","164711","Pacific Cod","Gadus macrocephalus","A0",NA,53,283,"NETS156","02","Bering Sea",24,2022,"57.5-168","O","NETS Pelagic Trawl","2022-09-05T03:21:00Z",57.48,-168.04,"2022-09-05T03:21:00Z",57.48,-168.04,NA,72,16,11,"163",21720,"8791030401",NA,"2022-09-05T03:12:00Z",57.48,57.48,NA,NA,NA,0,0,NA
"51","2022-09-05T03:21:00Z","20220308024","2022","0308","024","934083","Pollock","Gadus chalcogrammus","A1+",NA,1,1030,"NETS156","02","Bering Sea",24,2022,"57.5-168","O","NETS Pelagic Trawl","2022-09-05T03:21:00Z",57.48,-168.04,"2022-09-05T03:21:00Z",57.48,-168.04,NA,72,16,11,"163",21740,"8791030701",NA,"2022-09-05T03:12:00Z",57.48,57.48,NA,NA,NA,0,0,NA
"52","2022-09-05T03:21:00Z","20220308024","2022","0308","024","934083","Pollock","Gadus chalcogrammus","U",NA,32053,23078,"NETS156","02","Bering Sea",24,2022,"57.5-168","O","NETS Pelagic Trawl","2022-09-05T03:21:00Z",57.48,-168.04,"2022-09-05T03:21:00Z",57.48,-168.04,NA,72,16,11,"163",21740,"8791030701",NA,"2022-09-05T03:12:00Z",57.48,57.48,NA,NA,NA,0,0,NA
"53","2022-09-05T17:27:00Z","20220308026","2022","0308","026","50513","Staurophora mertensi","Staurophora mertensi","U",NA,0,11067.9,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",NA,"40562",NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"54","2022-09-05T17:27:00Z","20220308026","2022","0308","026","51641","Northern Sea Nettle","Chrysaora melanaster","U",NA,5,4140,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",40504,NA,NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"55","2022-09-05T17:27:00Z","20220308026","2022","0308","026","51700","Aurelia sp.","Aurelia sp.","U",NA,0,16,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",40511,NA,NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"56","2022-09-05T17:27:00Z","20220308026","2022","0308","026","162035","Capelin","Mallotus villosus","U",NA,24,68,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",23041,"8755030201",NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"57","2022-09-05T17:27:00Z","20220308026","2022","0308","026","164711","Pacific Cod","Gadus macrocephalus","A0",NA,55,69,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",21720,"8791030401",NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"58","2022-09-05T17:27:00Z","20220308026","2022","0308","026","934083","Pollock","Gadus chalcogrammus","A1+",NA,1,1750,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",21740,"8791030701",NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"59","2022-09-05T17:27:00Z","20220308026","2022","0308","026","934083","Pollock","Gadus chalcogrammus","U",NA,15524,15523.81,"NETS156","05","Bering Sea",26,2022,"58-167","O","NETS Pelagic Trawl","2022-09-05T17:20:00Z",57.99,-167.01,"2022-09-05T17:27:00Z",57.99,-167.02,NA,63,13.22,8.87,"73.87",21740,"8791030701",NA,"2022-09-05T17:14:00Z",58,58,NA,NA,NA,0,0,NA
"60","2022-09-06T00:48:00Z","20220308026","2022","0308","026","50513","Staurophora mertensi","Staurophora mertensi","U",NA,0,3978.1,"400601","06","Bering Sea",26,2022,"58-167","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-06T00:18:00Z",57.98,-167.08,"2022-09-06T00:48:00Z",57.96,-167.13,NA,66,55.5,24.49,"179.44",NA,"40562",NA,"2022-09-06T00:09:00Z",57.98,57.98,NA,NA,NA,0,0,NA
