year,station,time,stationid,speciestsn,commonname,scientificname,lhscode,samplingmethodcode,totalcatchnum,totalcatchwt,gearcode,eventcode,lme,masterstation,tow_type,gear_description,eqtime,eq_latitude,eq_longitude,haulback_time,haulback_latitude,haulback_longitude,speed,bottom_depth,avgnethorizontalopening,avgnetverticalopening,mwo,racecode,nodccode,notes,gearin_time,gearin_latitude,gearin_longitude,vessel,vesselname,gear_depth,gearout_latitude,gearout_longitude,gearout_time
2021,11,2021-09-02T21:28:00Z,20210201011,161975,Pink Salmon,Oncorhynchus gorbuscha,J,NA,677.08,26000,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,23230,8755010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,11,2021-09-02T21:28:00Z,20210201011,161976,Chum Salmon,Oncorhynchus keta,J,NA,1940.71,119936,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,23235,8755010202,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,11,2021-09-02T21:28:00Z,20210201011,161977,Coho Salmon,Oncorhynchus kisutch,J,NA,10,2064,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,23225,8755010203,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,11,2021-09-02T21:28:00Z,20210201011,161980,Chinook Salmon,Oncorhynchus tshawytscha,J,NA,1,110,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,11,2021-09-02T21:28:00Z,20210201011,551209,Pacific Herring,Clupea pallasi,A1+,NA,121.18,7150,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,11,2021-09-02T21:28:00Z,20210201011,622287,Arctic Lamprey,Lethenteron camtschaticum,U,NA,2,144,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,NA,8603010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,11,2021-09-02T21:28:00Z,20210201011,934083,Pollock,Gadus chalcogrammus,A0,NA,28,73,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-02T20:58:00Z,61,-168.05,2021-09-02T21:28:00Z,61,-168.12,NA,29,49,17.9,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,50513,Staurophora mertensi,Staurophora mertensi,U,NA,0,100,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,NA,40562,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,0,10770,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,161980,Chinook Salmon,Oncorhynchus tshawytscha,IM,NA,2,5440,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,171672,Arctic Sand Lance,Ammodytes hexapterus,U,NA,53,31,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,20203,8845010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,622287,Arctic Lamprey,Lethenteron camtschaticum,U,NA,1,8,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,NA,8603010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,644362,Veteran Poacher,Podothecus veternus,U,NA,1,15,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,934083,Pollock,Gadus chalcogrammus,A0,NA,28,30,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,17,2021-09-04T21:26:00Z,20210201017,934083,Pollock,Gadus chalcogrammus,A1+,NA,1,700,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-04T20:56:00Z,61.5,-168.97,2021-09-04T21:26:00Z,61.5,-168.9,NA,36,49.63,20.38,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,50513,Staurophora mertensi,Staurophora mertensi,U,NA,0,124,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,NA,40562,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,0,560,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,51669,Cyanea sp.,Cyanea sp.,U,NA,0,500,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,51700,Aurelia sp.,Aurelia sp.,U,NA,0,50,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,40511,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,161976,Chum Salmon,Oncorhynchus keta,J,NA,31,1240,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,23235,8755010202,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,161977,Coho Salmon,Oncorhynchus kisutch,J,NA,32,4890,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,23225,8755010203,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,161980,Chinook Salmon,Oncorhynchus tshawytscha,J,NA,5,440,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,166387,Nine-spine Stickleback,Pungitius pungitius,U,NA,101.66,61,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,21753,8818010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,167220,Crested Sculpin,Blepsias bilobus,U,NA,1,8,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,21397,8831020601,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,167312,Plain Sculpin,Myoxocephalus jaok,U,NA,1,567,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,21371,8831022201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,20,2021-09-05T21:58:00Z,20210201020,622287,Arctic Lamprey,Lethenteron camtschaticum,U,NA,5,295,400601,3,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-05T21:28:00Z,61.99,-167.04,2021-09-05T21:58:00Z,61.99,-167.12,NA,29,52,18.86,330,NA,8603010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,162035,Capelin,Mallotus villosus,A0,NA,1,2,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,23041,8755030201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,166387,Nine-spine Stickleback,Pungitius pungitius,A0,NA,6,17,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,21753,8818010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,171672,Arctic Sand Lance,Ammodytes hexapterus,U,NA,30,20,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,20203,8845010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,622287,Arctic Lamprey,Lethenteron camtschaticum,U,NA,4,390,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,NA,8603010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,934083,Pollock,Gadus chalcogrammus,A,NA,4,3200,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,934083,Pollock,Gadus chalcogrammus,A0,NA,4502.21,3228,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,934083,Pollock,Gadus chalcogrammus,A1+,NA,47,1770,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,23,2021-09-06T22:01:00Z,20210201023,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,0,4050,400601,5,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-06T21:31:00Z,61.99,-170.02,2021-09-06T22:01:00Z,61.97,-170.08,NA,44,50.02,22.94,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,0,156807.89,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,161980,Chinook Salmon,Oncorhynchus tshawytscha,IM,NA,1,516,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,161980,Chinook Salmon,Oncorhynchus tshawytscha,J,NA,1,302,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,166387,Nine-spine Stickleback,Pungitius pungitius,A0,NA,6.82,40.9,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,21753,8818010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,167485,Smooth Lumpsucker,Aptocyclus ventricosus,U,NA,1,2820,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,22175,8831090101,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,171672,Arctic Sand Lance,Ammodytes hexapterus,U,NA,6.82,6.8,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,20203,8845010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,934083,Pollock,Gadus chalcogrammus,A0,NA,2302.47,4740.4,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,26,2021-09-07T21:45:00Z,20210201026,934083,Pollock,Gadus chalcogrammus,A1+,NA,1,442,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-07T21:15:00Z,62.49,-169.91,2021-09-07T21:45:00Z,62.5,-169.82,NA,36,45.89,20.8,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,0,4030,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,161975,Pink Salmon,Oncorhynchus gorbuscha,J,NA,128.37,5110,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,23230,8755010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,161976,Chum Salmon,Oncorhynchus keta,J,NA,42,1750,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,23235,8755010202,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,161977,Coho Salmon,Oncorhynchus kisutch,J,NA,17,3168,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,23225,8755010203,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,161980,Chinook Salmon,Oncorhynchus tshawytscha,J,NA,19,1857,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,166365,Threespine stickleback,Gasterosteus aculeatus,U,NA,38,174,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,21752,8818010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2021,29,2021-09-08T21:35:00Z,20210201029,171672,Arctic Sand Lance,Ammodytes hexapterus,U,NA,7,5,400601,4,Bering Sea,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2021-09-08T21:04:00Z,62.5,-166.99,2021-09-08T21:35:00Z,62.54,-166.99,NA,33,50.55,18.25,330,20203,8845010101,NA,NA,0,0,NA,NA,NA,0,0,NA
